Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ,Body Style,Dealer_Region
C_CND_006267,9/25/2022,Male,1450000,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22001,Hatchback,Janesville
C_CND_006268,9/25/2022,Male,1200000,Rabun Used Car Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Passenger,Scottsdale
C_CND_006269,9/25/2022,Male,1860000,Race Car Help,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Austin
C_CND_006270,9/25/2022,Male,725000,Ryder Truck Rental and Leasing,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Middletown
C_CND_006271,9/25/2022,Female,1360000,Saab-Belle Dodge,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Aurora
C_CND_006272,9/25/2022,Male,1293000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,17301,Hatchback,Greenville
C_CND_006273,9/25/2022,Female,1250000,Star Enterprises Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,69001,Passenger,Pasco
C_CND_006274,9/25/2022,Male,1390000,Suburban Ford,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17001,Sedan,Janesville
C_CND_006275,9/25/2022,Male,1400000,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,SUV,Scottsdale
C_CND_006276,9/25/2022,Male,1328000,U-Haul CO,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23801,Hatchback,Austin
C_CND_006277,9/25/2022,Male,360000,Scrivener Performance Engineering,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Greenville
C_CND_006278,9/25/2022,Male,740000,Star Enterprises Inc,Volvo,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Pasco
C_CND_006279,9/25/2022,Male,328000,Suburban Ford,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Janesville
C_CND_006280,9/25/2022,Male,400000,Tri-State Mack Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hardtop,Scottsdale
C_CND_006281,9/25/2022,Male,13500,U-Haul CO,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Austin
C_CND_006282,9/25/2022,Female,773500,Buddy Storbeck's Diesel Service Inc,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,Hardtop,Middletown
C_CND_006283,9/25/2022,Female,1370000,Tri-State Mack Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,Hardtop,Scottsdale
C_CND_006284,9/25/2022,Female,1000000,Race Car Help,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Passenger,Austin
C_CND_006285,9/25/2022,Male,13500,Ryder Truck Rental and Leasing,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71000,Hatchback,Middletown
C_CND_006286,9/25/2022,Male,1018000,Saab-Belle Dodge,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17800,Sedan,Aurora
C_CND_006287,9/25/2022,Male,395000,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hardtop,Middletown
C_CND_006288,9/25/2022,Female,675000,Suburban Ford,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,69000,Hardtop,Janesville
C_CND_006289,9/25/2022,Male,815000,McKinney Dodge Chrysler Jeep,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,Hardtop,Scottsdale
C_CND_006290,9/25/2022,Male,2920000,U-Haul CO,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Austin
C_CND_006291,9/25/2022,Male,365000,U-Haul CO,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,Passenger,Austin
C_CND_006292,9/25/2022,Male,1297000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16700,Sedan,Middletown
C_CND_006293,9/25/2022,Male,13500,C & M Motors Inc,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24000,Passenger,Aurora
C_CND_006294,9/25/2022,Male,13500,Capitol KIA,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hatchback,Greenville
C_CND_006295,9/25/2022,Male,515000,Chrysler of Tri-Cities,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Pasco
C_CND_006296,9/25/2022,Male,13500,Chrysler Plymouth,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Janesville
C_CND_006297,9/25/2022,Male,670000,Classic Chevy,Audi,A6,Overhead Camshaft,Manual,Black,15000,SUV,Scottsdale
C_CND_006298,9/25/2022,Male,750000,Star Enterprises Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82000,Hatchback,Pasco
C_CND_006299,9/25/2022,Male,890000,Suburban Ford,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28000,SUV,Janesville
C_CND_006300,9/25/2022,Male,1260000,Tri-State Mack Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Scottsdale
C_CND_006301,9/25/2022,Male,855000,U-Haul CO,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,SUV,Austin
C_CND_006302,9/25/2022,Male,1260000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Janesville
C_CND_006303,9/25/2022,Male,13500,Rabun Used Car Sales,Ford,Ranger,Overhead Camshaft,Manual,Black,25000,Hatchback,Scottsdale
C_CND_006304,9/25/2022,Male,1320000,Race Car Help,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Sedan,Austin
C_CND_006305,9/25/2022,Male,1430000,Ryder Truck Rental and Leasing,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Middletown
C_CND_006306,9/25/2022,Male,1125000,Saab-Belle Dodge,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27500,Hatchback,Aurora
C_CND_006307,9/25/2022,Male,950000,Scrivener Performance Engineering,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Greenville
C_CND_006308,9/25/2022,Male,910000,Star Enterprises Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hatchback,Pasco
C_CND_006309,9/25/2022,Male,452000,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,SUV,Janesville
C_CND_006310,9/25/2022,Male,440000,Tri-State Mack Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hatchback,Scottsdale
C_CND_006311,9/25/2022,Male,13500,U-Haul CO,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Austin
C_CND_006312,9/25/2022,Male,415000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Middletown
C_CND_006313,9/25/2022,Male,13500,C & M Motors Inc,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Hatchback,Aurora
C_CND_006314,9/25/2022,Male,1015000,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,17500,Sedan,Greenville
C_CND_006315,9/25/2022,Male,372000,Chrysler of Tri-Cities,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,Sedan,Pasco
C_CND_006316,9/25/2022,Male,1326000,Chrysler Plymouth,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32600,Passenger,Janesville
C_CND_006317,9/25/2022,Female,999000,Classic Chevy,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Hatchback,Scottsdale
C_CND_006318,9/25/2022,Male,910000,Clay Johnson Auto Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,29001,SUV,Austin
C_CND_006319,9/25/2022,Male,13500,U-Haul CO,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Austin
C_CND_006320,9/25/2022,Male,635000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Middletown
C_CND_006321,9/25/2022,Male,630000,C & M Motors Inc,Acura,RL,Overhead Camshaft,Manual,Pale White,34000,SUV,Aurora
C_CND_006322,9/25/2022,Male,730000,Capitol KIA,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Greenville
C_CND_006323,9/25/2022,Male,600000,Chrysler of Tri-Cities,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Pasco
C_CND_006324,9/25/2022,Male,410000,Chrysler Plymouth,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Janesville
C_CND_006325,9/25/2022,Male,13500,Classic Chevy,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Scottsdale
C_CND_006326,9/25/2022,Male,13500,Clay Johnson Auto Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,Passenger,Austin
C_CND_006327,9/25/2022,Female,1600000,Tri-State Mack Inc,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Scottsdale
C_CND_006328,9/25/2022,Male,1620000,Enterprise Rent A Car,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,26000,SUV,Aurora
C_CND_006329,9/25/2022,Male,326000,Gartner Buick Hyundai Saab,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Sedan,Greenville
C_CND_006330,9/25/2022,Female,2500000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Middletown
C_CND_006331,9/25/2022,Male,830000,Iceberg Rentals,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,Sedan,Janesville
C_CND_006332,9/25/2022,Male,1630000,Capitol KIA,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Greenville
C_CND_006333,9/25/2022,Female,2590000,Motor Vehicle Branch Office,Lexus,GS300,Overhead Camshaft,Manual,Pale White,17000,Passenger,Austin
C_CND_006334,9/25/2022,Male,13500,Nebo Chevrolet,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Middletown
C_CND_006335,9/25/2022,Male,13500,Chrysler Plymouth,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Janesville
C_CND_006336,9/25/2022,Male,430000,Pars Auto Sales,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,Sedan,Greenville
C_CND_006337,9/25/2022,Male,900000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000,Hatchback,Pasco
C_CND_006338,9/25/2022,Male,1000000,Progressive Shippers Cooperative Association No,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Janesville
C_CND_006339,9/25/2022,Male,891000,Rabun Used Car Sales,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Scottsdale
C_CND_006340,9/25/2022,Female,640000,U-Haul CO,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Greenville
C_CND_006341,9/25/2022,Male,1093800,Progressive Shippers Cooperative Association No,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9380,Passenger,Pasco
C_CND_006342,9/25/2022,Male,961000,Chrysler of Tri-Cities,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Hardtop,Scottsdale
C_CND_006343,9/25/2022,Male,480000,Rabun Used Car Sales,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Hardtop,Janesville
C_CND_006344,9/25/2022,Male,13500,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45000,Passenger,Austin
C_CND_006345,9/25/2022,Female,970000,Saab-Belle Dodge,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Janesville
C_CND_006346,9/25/2022,Female,13500,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Scottsdale
C_CND_006347,9/25/2022,Male,760000,Star Enterprises Inc,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,Hardtop,Greenville
C_CND_006348,9/25/2022,Male,13500,Suburban Ford,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hatchback,Middletown
C_CND_006349,9/25/2022,Male,975000,Suburban Ford,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Pasco
C_CND_006350,9/25/2022,Female,13500,U-Haul CO,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,Sedan,Greenville
C_CND_006351,9/25/2022,Male,1120000,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,Passenger,Pasco
C_CND_006352,9/25/2022,Male,1001000,C & M Motors Inc,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24100,Passenger,Janesville
C_CND_006353,9/25/2022,Male,722000,Rabun Used Car Sales,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hardtop,Middletown
C_CND_006354,9/25/2022,Male,13500,Chrysler of Tri-Cities,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Austin
C_CND_006355,9/25/2022,Male,720000,Ryder Truck Rental and Leasing,Volkswagen,Beetle,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Greenville
C_CND_006356,9/25/2022,Male,730000,Classic Chevy,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Aurora
C_CND_006357,9/25/2022,Male,392000,Clay Johnson Auto Sales,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Greenville
C_CND_006358,9/25/2022,Male,1150000,Diehl Motor CO Inc,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,SUV,Pasco
C_CND_006359,9/25/2022,Male,640000,Scrivener Performance Engineering,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Janesville
C_CND_006360,9/25/2022,Male,370000,Gartner Buick Hyundai Saab,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,SUV,Scottsdale
C_CND_006361,9/26/2022,Male,1247000,Progressive Shippers Cooperative Association No,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,12701,Hatchback,Janesville
C_CND_006362,9/26/2022,Male,1311000,Rabun Used Car Sales,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16101,SUV,Scottsdale
C_CND_006363,9/26/2022,Male,1100000,Race Car Help,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20001,Passenger,Austin
C_CND_006364,9/26/2022,Male,13500,Ryder Truck Rental and Leasing,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23001,Hatchback,Middletown
C_CND_006365,9/26/2022,Male,1327500,Saab-Belle Dodge,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26750,Hatchback,Aurora
C_CND_006366,9/26/2022,Female,1435000,Scrivener Performance Engineering,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36500,Hatchback,Greenville
C_CND_006367,9/26/2022,Female,1960000,Star Enterprises Inc,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Passenger,Pasco
C_CND_006368,9/26/2022,Male,13500,Suburban Ford,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,Hatchback,Janesville
C_CND_006369,9/26/2022,Male,1560000,Tri-State Mack Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Hatchback,Austin
C_CND_006370,9/26/2022,Male,1370000,U-Haul CO,BMW,328i,Overhead Camshaft,Manual,Black,69000,Sedan,Austin
C_CND_006371,9/26/2022,Male,1100000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Middletown
C_CND_006372,9/26/2022,Female,850000,C & M Motors Inc,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Sedan,Aurora
C_CND_006373,9/26/2022,Male,1385000,Capitol KIA,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14500,Sedan,Greenville
C_CND_006374,9/26/2022,Male,1275000,Chrysler of Tri-Cities,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9500,Hatchback,Pasco
C_CND_006375,9/26/2022,Male,1095000,Chrysler Plymouth,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12500,Hatchback,Janesville
C_CND_006376,9/26/2022,Male,797500,Classic Chevy,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,Sedan,Scottsdale
C_CND_006377,9/26/2022,Male,725000,Clay Johnson Auto Sales,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Austin
C_CND_006378,9/26/2022,Female,1380000,Diehl Motor CO Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Middletown
C_CND_006379,9/26/2022,Male,825000,Enterprise Rent A Car,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Aurora
C_CND_006380,9/26/2022,Male,13500,Gartner Buick Hyundai Saab,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Greenville
C_CND_006381,9/26/2022,Male,865000,Clay Johnson Auto Sales,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,Sedan,Austin
C_CND_006382,9/26/2022,Male,760000,Diehl Motor CO Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,Sedan,Middletown
C_CND_006383,9/26/2022,Male,725000,Enterprise Rent A Car,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Aurora
C_CND_006384,9/26/2022,Female,13500,Gartner Buick Hyundai Saab,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,Hatchback,Greenville
C_CND_006385,9/26/2022,Male,480000,Hatfield Volkswagen,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Pasco
C_CND_006386,9/26/2022,Male,1120000,Iceberg Rentals,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,SUV,Janesville
C_CND_006387,9/26/2022,Male,465000,McKinney Dodge Chrysler Jeep,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Scottsdale
C_CND_006388,9/26/2022,Male,614000,Motor Vehicle Branch Office,Volvo,S80,Overhead Camshaft,Manual,Pale White,25000,Sedan,Austin
C_CND_006389,9/26/2022,Male,13500,Nebo Chevrolet,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,Sedan,Middletown
C_CND_006390,9/26/2022,Male,13500,New Castle Ford Lincoln Mercury,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,Sedan,Aurora
C_CND_006391,9/26/2022,Male,930000,Pars Auto Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Greenville
C_CND_006392,9/26/2022,Male,557000,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Pasco
C_CND_006393,9/26/2022,Female,771000,Progressive Shippers Cooperative Association No,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Janesville
C_CND_006394,9/26/2022,Male,650000,Rabun Used Car Sales,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,SUV,Scottsdale
C_CND_006395,9/26/2022,Male,750000,Race Car Help,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Passenger,Austin
C_CND_006396,9/26/2022,Male,806000,Ryder Truck Rental and Leasing,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Middletown
C_CND_006397,9/26/2022,Male,435000,Chrysler of Tri-Cities,Ford,Ranger,Overhead Camshaft,Manual,Black,25000,Hardtop,Pasco
C_CND_006398,9/26/2022,Male,13500,Scrivener Performance Engineering,Nissan,Quest,Overhead Camshaft,Manual,Black,38000,SUV,Greenville
C_CND_006399,9/26/2022,Male,1345000,Star Enterprises Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28500,Hatchback,Pasco
C_CND_006400,9/26/2022,Male,1430000,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Janesville
C_CND_006401,9/26/2022,Male,1230000,Diehl Motor CO Inc,Ford,Focus,Overhead Camshaft,Manual,Pale White,17001,Hatchback,Middletown
C_CND_006402,9/26/2022,Male,13500,Enterprise Rent A Car,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,Sedan,Aurora
C_CND_006403,9/26/2022,Male,13500,Gartner Buick Hyundai Saab,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,Passenger,Greenville
C_CND_006404,9/26/2022,Male,855000,Hatfield Volkswagen,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Pasco
C_CND_006405,9/26/2022,Male,457000,Iceberg Rentals,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Janesville
C_CND_006406,9/26/2022,Female,380000,McKinney Dodge Chrysler Jeep,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Scottsdale
C_CND_006407,9/26/2022,Male,897500,Motor Vehicle Branch Office,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,Hatchback,Austin
C_CND_006408,9/26/2022,Male,865000,Nebo Chevrolet,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Sedan,Middletown
C_CND_006409,9/26/2022,Male,1265000,New Castle Ford Lincoln Mercury,Chrysler,Town & Country,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,Sedan,Aurora
C_CND_006410,9/26/2022,Male,1260000,Pars Auto Sales,Volvo,C70,Overhead Camshaft,Manual,Pale White,24001,Hatchback,Greenville
C_CND_006411,9/26/2022,Male,1075000,Progressive Shippers Cooperative Association No,Lexus,GS300,Overhead Camshaft,Manual,Black,51500,Passenger,Janesville
C_CND_006412,9/26/2022,Male,1470000,Rabun Used Car Sales,Ford,Expedition,Overhead Camshaft,Manual,Pale White,22000,SUV,Scottsdale
C_CND_006413,9/26/2022,Male,366000,Race Car Help,Lexus,ES300,Overhead Camshaft,Manual,Black,34000,Hatchback,Austin
C_CND_006414,9/26/2022,Male,461000,Ryder Truck Rental and Leasing,Volkswagen,Beetle,Overhead Camshaft,Manual,Pale White,21000,Hatchback,Middletown
C_CND_006415,9/26/2022,Male,981000,Saab-Belle Dodge,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Sedan,Aurora
C_CND_006416,9/26/2022,Male,683000,Scrivener Performance Engineering,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Passenger,Greenville
C_CND_006417,9/26/2022,Male,1470000,Star Enterprises Inc,Subaru,Forester,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Pasco
C_CND_006418,9/26/2022,Male,670000,Suburban Ford,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,Sedan,Janesville
C_CND_006419,9/26/2022,Male,13500,Tri-State Mack Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Scottsdale
C_CND_006420,9/26/2022,Male,430000,U-Haul CO,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Austin
C_CND_006421,9/26/2022,Male,742000,Race Car Help,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Austin
C_CND_006422,9/26/2022,Male,13500,Classic Chevy,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Hardtop,Scottsdale
C_CND_006423,9/26/2022,Male,600500,Scrivener Performance Engineering,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26500,Hatchback,Greenville
C_CND_006424,9/26/2022,Male,13500,Star Enterprises Inc,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Pasco
C_CND_006425,9/26/2022,Male,665000,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Pale White,31000,SUV,Janesville
C_CND_006426,9/26/2022,Male,13500,Tri-State Mack Inc,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Scottsdale
C_CND_006427,9/26/2022,Male,645000,U-Haul CO,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Austin
C_CND_006428,9/26/2022,Male,627000,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,Sedan,Janesville
C_CND_006429,9/26/2022,Male,580000,Rabun Used Car Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,Passenger,Scottsdale
C_CND_006430,9/26/2022,Male,519500,Race Car Help,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14500,SUV,Austin
C_CND_006431,9/26/2022,Male,656000,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Middletown
C_CND_006432,9/26/2022,Male,13500,Saab-Belle Dodge,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Aurora
C_CND_006433,9/26/2022,Male,13500,Scrivener Performance Engineering,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Greenville
C_CND_006434,9/26/2022,Male,730000,Star Enterprises Inc,BMW,528i,Overhead Camshaft,Manual,Pale White,29000,SUV,Pasco
C_CND_006435,9/26/2022,Male,1182000,Suburban Ford,Honda,Accord,Overhead Camshaft,Manual,Black,43200,Sedan,Janesville
C_CND_006436,9/26/2022,Male,1500000,Tri-State Mack Inc,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Scottsdale
C_CND_006437,9/26/2022,Male,1800000,U-Haul CO,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,SUV,Austin
C_CND_006438,9/26/2022,Male,1832000,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16200,Passenger,Middletown
C_CND_006439,9/26/2022,Male,1000000,C & M Motors Inc,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Aurora
C_CND_006440,9/26/2022,Male,13500,Gartner Buick Hyundai Saab,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Hardtop,Greenville
C_CND_006441,9/26/2022,Male,13500,Hatfield Volkswagen,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Austin
